"þessarri", "þessarri"
"Þessarri", "Þessarri"
"þessujm", "þessujm"
"Þetat", "Þetat"
"þjálfarin", "þjálfarin"
"þjóðaratkvæðagreriðslu", "þjóðaratkvæðagreriðslu"
"þjóðernishiggja", "þjóðernishiggja"
"þjóðernishópanir", "þjóðernishópanir"
"þjóðfarinnar", "þjóðfarinnar"
"þjóðhagsreikiningar", "þjóðhagsreikiningar"
"Þónokkrir", "Þónokkrir"
"þónokkurrar", "þónokkurrar"
"Þorgeði", "Þorgeði"
"Þorteinsson", "Þorteinsson"
"Þórvaldur", "Þórvaldur"
"þrem", "þrem"
"þremeningarnir", "þremeningarnir"
"þressuvörn", "þressuvörn"
"þríðja", "þríðja"
"þriðjun", "þriðjun"
"þróaðara", "þróaðara"
"þröskular", "þröskular"
"þróunnar", "þróunnar"
"þrú", "þrú"
"þrýsingi", "þrýsingi"
"þu", "þu"
"þufti", "þufti"
"þurkaði", "þurkaði"
"þvi", "þvi"
"þvi", "þvi"
"þvíer", "þvíer"
"þvó", "þvó"
"þykis", "þykis"
